photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation
m-gaU7tQK7A,,,,,,,0
jfL-Dt3ITjA,,,,,,,0
iuJZZqlbxks,NIKON CORPORATION,NIKON Z 6,100,105,7.1,1/160,1
xUhfow5oxHc,SONY,ILCE-7RM2,100,27,4,1/200,0
2kgCGiNLuh0,NIKON CORPORATION,NIKON D850,40,24,4,1/1000,0
5Ln9lvv2cnw,SONY,ILCE-7RM2,100,35,1.6,1/640,1
UpA6QvGpLHc,SONY,ILCE-6000,100,142,5.6,1/800,1
UKx93uQ4boY,,,,,,,1
dTk4P3F3o_M,Canon,Canon EOS 6D,200,82,8,1/100,1
3se-NFr8NIo,SONY,ILCE-6500,400,50,1.8,1/1000,0
_NB6BO4yFDU,Canon,Canon EOS 6D Mark II,1000,50,4,1/500,0
iSJLoYGkZXg,Canon,Canon EOS 6D,250,35,1.8,1/800,1
qcMR_rcmgT8,,,,,,,0
sE6kaZmqaLY,Canon,Canon EOS 5D Mark IV,250,50,1.4,1/1250,0
v9C7j_YG1Ns,NIKON CORPORATION,NIKON D810,31,70,2.8,1/1600,0
Qy7d_SI_79o,,,,,,,1
DxSls2bejLQ,FUJIFILM,X-T2,320,55,2.8,1/2000,1
lm6w-Fe1cqc,NIKON CORPORATION,NIKON D7500,250,50,2.8,1/160,1
CmTi971Mbss,Canon,Canon EOS REBEL T5,160,300,5.6,1/1250,0
MFlZ6NiJ1u0,Sony,A7RIII,200,,7.1,1/1000,1
YDhmL9M3Pz4,Apple,iPhone XS Max,25,4.2,1.8,1/4673,0
C5Oj0jCdoBo,Canon,Canon EOS 60D,200,135,20,1/60,1
9_vYkYnWn2w,Canon,Canon EOS 5D Mark IV,1000,50,7.1,1/250,0
QH9gxlxrdl4,Canon,Canon EOS 5D Mark IV,640,300,2.8,1/1250,1
hNpQfqvvbbw,LEICA CAMERA AG,LEICA Q2,800,28,4.5,1/400,1
UqKtNG8wOps,NIKON CORPORATION,NIKON D750,100,50,2,1/1000,0
FYvenbWSvlI,DJI,FC220,200,4.7,2.2,1/40,1
UVwTVGjBnYA,SONY,ILCE-7RM2,100,50,0.970854,0.025,0
Ec_2W2va7Gs,Canon,Canon EOS 750D,3200,24,2.8,1/400,0
D_HqAz_A4T4,Leica Camera AG,LEICA M (Typ 240),800,35,8,1/350,1
fnoCqGw7AMg,NIKON CORPORATION,NIKON D7500,100,18,22,1/25,0
XcWKh-GF69M,SONY,ILCE-7M2,100,75,2.8,1/100,0
d7s54Z0gKYQ,Canon,Canon EOS 6D Mark II,3200,70,9,1/640,0
BRvIxq3mp9Y,Canon,Canon EOS 6D,320,100,3.2,1/800,1
LoGIbF_SfXk,,,,,,,1
06t6W1ZEF-w,SONY,ILCE-7M3,400,200,2.8,1/40,0
5jEqaP3LX30,Canon,Canon EOS REBEL SL1,1000,300,5.6,1/500,1
4mmGxLTYZnw,,,,,,,0
ctWw2S9VqOI,NIKON CORPORATION,NIKON D810,800,24,18,1/1000,1
0sCeeplP7kA,SONY,SLT-A77V,250,,,1/320,1
M6ia_mkGg0s,Canon,Canon EOS 1200D,6400,18,3.5,30,1
X_OPwu2O91Y,SONY,ILCE-7,100,60,11,1/125,1
w5gYJYrrjBs,Hasselblad,L1D-20c,200,10.3,4,1/200,1
n5hXarluTw0,,,,,,,1
Xvc3Qz1dH6w,SONY,ILCE-7RM3,640,44,7.1,1/1600,1
_d8W23F1-O0,NIKON CORPORATION,NIKON Z 6,100,200,6.3,1/1600,0
hvvtotn_-Eo,Canon,Canon EOS 200D,400,44,5.6,1/80,0
H80JZAJX7HQ,Canon,Canon EOS 5D Mark II,250,35,1.4,1/200,0
Wos1F9pYVBk,Canon,Canon EOS 6D,250,85,1.8,1/1250,1
loB0bVC9haM,FUJIFILM,X-Pro2,200,23,11,1/420,1
NGk4Xp1Cd4U,SONY,ILCE-7M3,100,55,1.8,1/160,1
U82NuBp-xic,Canon,Canon EOS 5DS,50,50,1.2,1/2500,1
Yu26IXOksWE,Canon,Canon EOS 6D Mark II,100,35,2.5,1/100,1
BywYl0Fp3pI,,,,,,,1
giej3vS8oAM,Canon,Canon EOS 5D Mark III,100,200,2.8,1/160,1
MspsNfWf3q8,Canon,Canon EOS RP,3200,24,4,20,1
dCmLLn_020E,SONY,ILCE-7RM3,200,125,2.8,1/25,0
NbIumdC8m8I,FUJIFILM,X-T20,800,34,5,1/35,0
NF7s8UiUtkE,SONY,SLT-A77V,200,100,4.5,1/320,1
GJpHVOKkTYM,,,,,,,0
YmRHtOxcV74,NIKON CORPORATION,NIKON D7500,100,50,3.2,1/500,0
_qyPu6EJFf8,NIKON CORPORATION,NIKON D5100,100,24,2.8,1/400,1
6YcOfQFpKm8,SONY,ILCE-7M3,400,24,4,1/640,1
js6YBAqqAI4,Canon,Canon EOS 6D Mark II,125,85,3.2,1/320,1
59tcmWzKrZo,Hasselblad,L1D-20c,400,10.3,2.8,1/15,0
3mMZjU_BAJo,SONY,SLT-A77V,1600,,,30,1
4ADrWAWYnT4,FUJIFILM,X-T20,500,35,2,1/250,1
v9INAT0RK4M,Canon,Canon EOS 6D,250,75,7.1,1/1600,0
5kjh--moFWU,NIKON CORPORATION,NIKON D850,40,24,3.5,1/1600,1
p6iHXIfiWOk,SONY,ILCE-6500,100,30,2.8,1/1250,0
ysRxTgbCddM,NIKON CORPORATION,NIKON D850,64,20,1.4,1/2500,1
qkVrnY0Q2Kg,Canon,Canon EOS 5D,100,50,1.8,1/6400,0
tPK3IgpX6ik,Canon,Canon EOS 6D,200,16,5.6,1/100,1
0-xL6W2pJOU,Canon,Canon EOS 6D Mark II,100,50,1.4,1/1600,1
55TVKtxMzBw,Canon,Canon EOS 6D,100,85,5.6,1/160,0
nt-Ysr9hoeU,Canon,Canon EOS 250D,100,50,1.8,1/250,0
m10xFgSsvts,Canon,Canon EOS REBEL T3i,100,85,13,19,1
R3r2i-CuNx0,NIKON CORPORATION,NIKON D810,200,70,2.8,1/80,1
XmIkDJB9jIM,Canon,Canon EOS 5D Mark IV,100,24,2.8,1/5000,0
QESicPqs_XE,Canon,Canon EOS 6D,100,105,7.1,1/320,0
SLqtELcKVeY,SONY,ILCE-7M3,320,50,1.8,1/1250,0
tu3tdsAmn4w,Canon,Canon EOS REBEL T3i,100,50,1.4,1/1000,1
QOT8cYpkVv4,SONY,ILCE-7RM2,2000,59,4,1/80,0
TlIR1X6_zSk,Canon,Canon EOS 5D Mark IV,250,125,2.8,1/1000,1
q9OAbYJkulc,Canon,Canon EOS 6D Mark II,1000,70,11,1/60,1
h23wfdvGPqg,Canon,Canon EOS 750D,400,105,4,1/1000,1
atuVFw9jkJo,Canon,Canon EOS 6D Mark II,50,26,11,30,0
ZDXkfEuu1kY,SONY,ILCE-7M3,2000,16,4.5,1/60,0
ttWdHcG7D20,Hasselblad,L1D-20c,400,10.3,6.3,1/200,1
YyG0kzmZQtA,Canon,Canon EOS M6,250,200,6.3,1/1250,0
P1mrEb4-CoY,Canon,Canon EOS 5D Mark III,1600,50,1.8,1/1000,1
Qc-i6GZc6_4,SONY,ILCE-7RM3,100,300,8,1/800,1
kZdbMmu6zMw,NIKON CORPORATION,NIKON D750,280,58,1.4,1/90,1
XQ1gpx6Z-8k,NIKON CORPORATION,NIKON D810,640,240,16,1/200,1
l4gN_FKut_I,Canon,Canon EOS 5D Mark III,100,35,2,1/400,0
wP_J77kpCow,Canon,Canon EOS 6D Mark II,500,35,3.2,1/80,0
g_PfW9JSYD0,SONY,ILCE-7RM2,200,85,7.1,1/800,0
MtyIABygxmw,SONY,ILCE-7RM2,250,85,2,1/125,0
VFTxZaIsDAs,Phase One A/S,PowerPhase FX,,,,,0
PcQLR3oe3Vg,Sony,Alpha 7S,3200,560,7,30,1
5bpRlCWRD7s,Canon,Canon EOS 5D Mark IV,400,42,9,1/640,0
eWxtGpnaCtU,NIKON CORPORATION,NIKON D7000,100,50,2,1/400,0
6VBgzF3H64c,NIKON CORPORATION,NIKON D300,200,60,20,1/80,1
eA32JIBsSu8,"RICOH IMAGING COMPANY, LTD.",PENTAX K-3 II,100,77,2.8,1/350,1
60RIlM9JVLs,Canon,EOS 80D,800,121,11,1/1000,0
FgMCSCxxUqo,Canon,Canon EOS 6D,200,135,11,1/1600,0
cF6gNl0EE-E,FUJIFILM,X-T2,200,90,8,1/30,1
s-OKc6XF_7Q,NIKON CORPORATION,NIKON Z 7,110,85,3.2,1/100,1
ZMIMjpTktPI,Canon,Canon EOS 6D,800,35,1.4,8,0
pf1fMYwrEgg,FUJIFILM,X-T2,640,35,2.8,1/250,1
oCxaclJklOI,Canon,Canon EOS 5D Mark III,200,50,2,1/125,0
mpKjZcWyDeQ,Canon,Canon EOS 6D,100,85,5.6,1/250,0
tdUyC8pgjqo,,,,,,,1
5adduhZzPso,Canon,Canon EOS 5D Mark IV,100,70,5,1/125,0
xm6esles7ds,,,,,,,1
o--JRwA52rM,Canon,Canon EOS 5D Mark IV,200,24,2.8,1/400,0
c5-mCFlanbU,SONY,ILCE-7M2,50,81,9,1/400,0
GKiypbT1CWs,NIKON CORPORATION,NIKON Z 7,100,85,1.8,1/8000,0
LQMCYEY9xZo,FUJIFILM,X-A3,200,16,5.6,1/170,1
TBM_ve-QvZc,SONY,ILCE-7RM2,320,85,2,1/2500,0
Tntzo5JpRxk,,NIKON D850,,,,,0
JLC6T31cWdU,Canon,Canon EOS 6D,100,45,2.2,1/400,0
klbUSrU4YjQ,Canon,Canon EOS 80D,500,100,13,1/250,0
ioRVflj7HuI,NIKON CORPORATION,NIKON D700,200,50,2.5,1/1000,0
n2gM9DptBPE,NIKON CORPORATION,NIKON Z 6,400,150,2.8,1/100,0
Tz5DiEBWdGI,Sony,Alpha 7S,3200,560,7,30,1
IYvYz0j7zpA,Canon,EOS 80D,400,35,8,1/320,0
WUhpW32kBek,,,,,,,0
r2tY-AwYhwk,NIKON CORPORATION,NIKON D3000,200,28,4.5,1/80,0
iDxMDofW2sE,Canon,Canon EOS 6D,125,35,2.8,1/4000,0
CAYBzf-nQL4,Canon,Canon EOS 6D,100,35,8,1/640,0
tt71yT06U4Q,NIKON CORPORATION,NIKON D750,125,62,9,1/250,0
DCSZbabZb3U,,,,,,,1
474zbfqYDIA,SONY,ILCE-6500,100,25,8,1/320,1
eCfCIwtKdsg,Canon,Canon EOS 6D Mark II,200,28,4,1/80,0
HNRIraDAjUU,Canon,Canon EOS 5D Mark III,100,35,4,1/90,1
UHJCt2tyCPI,Canon,Canon EOS R,200,70,2.8,1/1000,1
LOJTlybNSyU,,,,,,,0
Hb6nGDgWztE,,,,,,,1
TUD1P7cHmYA,Canon,Canon EOS 6D Mark II,400,100,6.3,1/1250,0
AWQkKWta8Mg,,,,,,,1
EfwM_0_KKfA,OLYMPUS CORPORATION,E-M1MarkII,200,92,4,1/200,1
J3pLliEQu3Q,FUJIFILM,X100F,200,23,5.6,1/480,0
ygnFxfXRlMk,NIKON CORPORATION,NIKON D500,125,16,2.8,1/250,1
A_HTot3y5XA,Canon,Canon EOS 6D,160,50,4,1/200,1
9pJFWW81Z8g,NIKON CORPORATION,NIKON D750,6400,105,8,1/200,1
HX73apcFYts,Canon,Canon EOS 6D,100,35,1.8,1/800,0
06wpjlYVwy4,NIKON CORPORATION,NIKON D7500,400,50,3.2,1/250,0
VkaihQSqVbI,Canon,Canon EOS 5DS,100,60,2.8,1/2500,1
7pPtznTrLIo,Canon,Canon EOS 600D,200,50,2.8,1/500,0
AV63YZlP9ao,Canon,Canon EOS 5D Mark III,100,35,2.2,1/50,0
0n5uU9M_7p8,,,,,,,0
RWXXlqiq89A,NIKON CORPORATION,NIKON D810,200,24,2.8,1/125,0
kzU7FAtQESg,Canon,Canon EOS 5D Mark IV,100,135,2,1/15,0
sVssMcyqIrc,Canon,Canon EOS 650D,160,66,5.6,1/100,0
ohdvmatHHvo,Canon,Canon EOS 5D Mark IV,100,35,1.6,1/5000,0
cd05Lc5N7tE,,,,,,,0
h5_9VPIUz9A,NIKON CORPORATION,NIKON D7000,100,50,2.2,1/2500,0
yBoMc-fJ20Q,NIKON CORPORATION,NIKON D610,100,18,9,1/30,0
mFlGVX8mbGg,Canon,Canon EOS R,125,50,4,1/3200,0
H5llhoZSm9Y,Canon,Canon EOS 80D,200,50,1.2,1/2000,1
3uLnZ8hUBcw,SONY,ILCE-7M2,100,,,1/1600,1
A9PKQpac6RU,DJI,FC220,100,4.7,2.2,1/125,0
8mJrhQNtolA,,,,,,,0
qKmkjx87OBg,Canon,Canon EOS 5D Mark IV,100,17,16,1/125,0
gUYYvPrnuHY,SONY,ILCE-9,125,400,7.1,1/1000,1
xRJpX26g_mM,Canon,Canon EOS 6D,100,50,1.4,1/640,1
O9mefkq5eP8,SONY,DSC-W800,100,12,13.8,1/320,1
QJ47qti2RoM,NIKON CORPORATION,NIKON D7500,160,28,2.8,1/200,0
bYFwkzeGJtc,SONY,ILCE-6000,100,56,2.2,1/500,1
APYJtFs4oJs,Canon,Canon EOS 5D Mark IV,100,35,2,1/2500,0
US1kBah1F4s,,,,,,,0
S4aAaJWMwRg,NIKON CORPORATION,NIKON D3200,800,50,2.2,1/250,0
DWK3aVEfYcY,SONY,ILCE-7RM2,160,85,2.2,1/5000,0
W14OJixQuSY,SONY,SLT-A77V,100,,,1/200,1
gbTPGIMICuo,NIKON CORPORATION,NIKON D3400,200,85,10,1/400,1
NstdpTWI2qM,,,,,,,0
3lnnR1hu4yA,Canon,Canon EOS 7D,125,30,3.5,1/400,1
Ug75hfUlFzs,Canon,Canon EOS 6D,5000,100,2,1/400,0
dvr12rSvKWY,SONY,ILCE-6000,125,35,3.2,1/100,0
IZeAQG55l14,,,,,,,1
LFAUrLzExaQ,DJI,FC2103,100,4.5,2.8,1/800,0
CuJnCzmWJ-A,,,,,,,0
pYg7L4pPjq4,,,100,10.3,4.5,1/160,0
-0YZgPxq04k,,,,,,,0
Q-dD1KpMcDQ,Canon,Canon EOS 6D,1600,73,4,1/60,0
R76Y75r1XJg,NIKON CORPORATION,NIKON D810,1000,35,1.4,1/400,0
r2Lplik6yi4,Panasonic,DC-GH5,400,50,2.8,1/1000,1
J6Nzo4LkB_8,Canon,Canon EOS 5D Mark III,100,35,2.5,1/50,0
FB-RZVCjTVQ,Canon,Canon EOS 6D Mark II,800,53,11,1/640,0
nOfMXvdfgqg,Canon,Canon EOS REBEL T2i,100,55,2.8,1/640,1
TqZtx16LJwA,DJI,FC2204,100,4.4,2.8,1/1000,1
YHm2QsDty9k,Canon,Canon EOS 5D Mark IV,100,27,14,1/320,0
6HMdAij5lfs,Canon,Canon EOS 5D Mark III,800,35,3.2,1/1000,1
QFD5u8vYf1s,NIKON CORPORATION,NIKON D7000,800,18,3.5,1/125,0
9m1OFDFAuss,NIKON CORPORATION,NIKON D3400,2200,35,6.3,1/250,0
lkI5VwexLrQ,,,,,,,0
ZQ24OL-QpYg,NIKON CORPORATION,NIKON Z 6,2000,50,1.8,2,1
s_lgBev79G8,SONY,ILCE-7M3,100,85,6.3,1/160,0
Fra4chZTgPE,Canon,Canon EOS 600D,100,50,1.8,1/640,0
YyDdPH_FXm0,Canon,Canon EOS 7D Mark II,1000,840,5.6,1/1000,1
X1124i5xsEM,"FUJI PHOTO FILM CO., LTD.",SLP1000SE,,,,,1
KCTtTjfE2Ew,,,,,,,0
CigdMe3Wn3k,Canon,Canon EOS 600D,100,50,2.2,1/1600,0
bjcZyDeaA8o,Canon,Canon EOS 6D,100,35,8,1/400,0
k-2Z5ovVHW0,SONY,ILCE-6000,250,18,10,1/320,0
LPeHNk-pJao,Canon,Canon EOS 77D,200,50,3.2,1/125,0
QvmGKgYGHT0,NIKON CORPORATION,NIKON D750,320,100,8,1/1600,1
p-DDK9lOmmE,Canon,Canon EOS 5D Mark IV,400,300,5,1/640,0
VqET4JUmq_c,SONY,ILCE-7RM2,1600,43,2.8,1/160,0
3Tr7IVLv--g,FUJIFILM,X-T2,1600,35,1.4,1/500,1
vfn8UUtopgw,Hasselblad,L1D-20c,100,10.3,3.2,1/60,1
PExc_MRsikQ,SONY,ILCE-7M3,50,35,1.4,1/1600,1
N7rBQcnvR1E,NIKON CORPORATION,NIKON D810,160,35,2.8,1/1000,0
Rhs-oNcbp7E,Hasselblad,L1D-20c,100,10.3,5,1/800,1
rGcCsUQK4KI,NIKON CORPORATION,NIKON D7500,180,125,8,1/500,0
NZlbve4F1xk,SONY,ILCE-7M2,2000,50,1.7,1/250,1
mIlZYhjUniU,Hasselblad,L1D-20c,100,10.3,4.5,1/160,1
9jC_bFwaIQo,NIKON CORPORATION,NIKON D7500,100,50,2.8,1/400,0
tos-RoArLiE,Canon,Canon EOS M50,100,85,4,1/640,0
3-6mITmMyGI,Canon,Canon EOS 5D Mark II,640,50,3.2,1/125,0
8VfxzbEfEc0,FUJIFILM,X-T3,1000,226.6,5,1/340,0
Hodc7_oYS-k,NIKON CORPORATION,NIKON D800,250,15,5,1/800,0
f9B6uiwrBWo,,,,,,,1
Wqt15MLirEQ,Canon,Canon EOS 5D Mark IV,1600,35,1.4,1/8000,0
5LM2Tdg7tsM,NIKON CORPORATION,NIKON D600,200,85,7.1,1/200,0
dsa5FDWdDu8,NIKON CORPORATION,NIKON D3400,200,45,7.1,1/250,0
WuDlbQbiMQo,NIKON CORPORATION,NIKON D610,200,105,3.5,1/160,1
nfqogBu747w,,,,,,,1
-PoU67kbgng,SONY,ILCE-7RM2,1600,40,2.8,1/160,0
cHuKZSqvKgo,Canon,Canon EOS 5D Mark IV,1250,,,1/200,1
UuVkBMbNSlM,,,,,,,0
Gfb9TFFOcqw,,,,,,,0
3RBthpNvTvU,NIKON CORPORATION,NIKON D750,800,70,4.5,1/500,0
pJbCtL3F824,Canon,,,,,,0
7Ux2JGUQOY8,Canon,Canon EOS 6D,320,105,7.1,1/250,0
vl2uAIdBWJ8,Canon,Canon EOS 5D Mark IV,100,135,2,1/5,0
Tt1Wd0Sb1eo,Canon,Canon A-1,400,50,,,0
o9f20Mi7nSY,SONY,ILCE-7M2,640,14,3.2,1/1600,1
zSYTA13xZ0s,NIKON CORPORATION,NIKON D750,320,85,10,1/1600,1
S0Dj1M7k21Y,Canon,Canon EOS 6D,800,50,4,1/125,0
bDCfnZKt7oU,Canon,Canon EOS 5D Mark IV,100,300,4,1/125,1
y2i9pZl7vOQ,Canon,Canon EOS 6D,250,45,4,1/60,0
C2yqyXU9r3k,,,,,,,0
3pyUJBaihFo,NIKON CORPORATION,NIKON D810,500,50,5,1/250,0
fTyBR0bkDF8,NIKON CORPORATION,NIKON D800,1250,85,16,1/125,0
uMVyQ4styps,SONY,ILCA-77M2,100,50,4.5,1/250,0
-WZagFQ27hg,,,,,,,0
UcjUX-6gS2Q,Canon,Canon EOS 5D Mark IV,250,48,2.8,1/800,0
Si69OZ_9tg0,Canon,Canon EOS R,100,35,1.4,1/2500,0
Bnm0Ntarz6o,SONY,ILCE-7M2,100,35,10,30,1
1n--m74tt74,Hasselblad,L1D-20c,100,10.3,4.5,1/120,1
Gpn_HyzJ4SI,Canon,Canon EOS 750D,800,35,4,1/1000,0
w_w5iDGsx68,Canon,Canon EOS 5D Mark IV,125,53,2.8,1/250,0
OX4iI1cHoJ0,Canon,Canon EOS 6D Mark II,500,85,4,1/60,1
ofQ5XUPlOPM,NIKON CORPORATION,NIKON D810,800,50,3.2,1/250,0
YntylUcrf7Y,Canon,Canon EOS R,800,200,2.8,1/200,0
ZLFHNKQDWEE,NIKON CORPORATION,NIKON D80,200,17,4,1/60,0
2yvFooPiiCU,NIKON CORPORATION,NIKON Z 7,100,85,2.8,1/400,0
PRDYeguNNTU,SONY,ILCE-7M2,100,28,2.8,1/800,0
OxIOi3Q8zWg,Canon,Canon EOS 6D,500,50,20,20,0
chb2Q85RyOg,Canon,Canon EOS 5D Mark II,1250,24,9,1/250,1
an-ex_KaPWE,,,,,,,1
Ydgxf7nF1lk,Canon,Canon EOS 6D,320,32,4,1/160,0
jXlIiCDwcTc,Canon,Canon EOS 5D Mark IV,400,11,7.1,1/400,1
wql4ybjCFcQ,NIKON CORPORATION,NIKON D600,100,50,1.8,1/3200,0
YbRKjSgfP8Y,SONY,DSC-RX100M6,200,41.1,4.5,1/1600,1
Ui8oRefm5Y8,,,,,,,1
2TE9VLMNlAI,Canon,Canon EOS 6D Mark II,100,16,14,30,0
shRsxL3q8P4,Canon,Canon EOS 5DS,50,560,57,1/400,1
-YMhyDPQje4,DJI,FC1102,100,4.5,2.6,1/120,0
5-ybj60CNFs,Canon,Canon EOS 5D Mark III,800,50,1.4,1/4000,1
W-rgmvtmECY,Canon,Canon EOS 6D Mark II,160,85,18,1/100,0
OYUXl3eijdM,NIKON CORPORATION,NIKON D3000,200,50,1.8,1/250,0
koxORfb73pg,Canon,Canon EOS 6D,160,40,5,1/125,0
VYM0LtUHlYA,SONY,ILCE-7M2,50,200,14,1/25,0
2Onc361VKoY,NIKON CORPORATION,NIKON D610,125,50,2.5,1/640,0
umv7ib2nqlA,FUJIFILM,X-T30,160,35,2,1/320,1
Vf87BfuLKO4,,,,,,,0
CR-WoxtBJx0,Canon,EOS 80D,400,45,7.1,1/100,0
_fumwVCPe1c,Sony,A7s,5100,28,4,15,1
S3LL_LPcrcw,SONY,ILCE-7M3,50,105,4,1/1600,1
xz6adWOcP4I,Canon,Canon EOS 5D Mark IV,100,35,1.4,1/640,1
xIc_bOuI_vE,DJI,FC7203,100,4.5,2.8,1/80,1
cJC2NmbkvHM,SONY,ILCE-7RM3,100,24,4,1/250,0
StnT3S1ZMxI,Canon,Canon EOS Rebel T6i,800,18,3.5,1/250,1
Z4r8t1V2xRg,,,,,,,0
MiFYoc9N-G0,Canon,Canon EOS RP,160,50,2.2,1/640,1
oLtTAUVOg8E,SONY,ILCE-7M2,250,100,5,1/250,1
YT6FcxERssE,SONY,ILCE-7M3,3200,,,25,0
KypNW49ED7k,,,,,,,1
3GRE5b5ZEC4,Hasselblad,L1D-20c,100,10.3,3.5,1/80,1
sSlG14y5psk,,,,,,,0
GqEhWbSrqRM,SONY,ILCE-7M3,100,90,2.8,1/500,1
jqdJ0A0lNV4,NIKON CORPORATION,NIKON D810,2000,200,11,1/1600,1
Pc-VzMzm3gc,NIKON CORPORATION,NIKON D810,2000,20,2,15,1
J5ynisCwQqE,,,,,,,0
H8UtIEeVMFA,Canon,Canon EOS 80D,100,85,1.4,1/800,0
3XRwG5D-Rq4,,,,,,,0
70J4nzXT4CQ,,,,,,,1
V4Pn7QeYdPQ,Canon,Canon EOS 6D,250,35,3.5,1/1000,0
J7FerBeNtVM,SONY,ILCE-7RM3,50,30,1.4,1/6400,0
4XZEWMxgirc,Canon,Canon EOS 6D Mark II,1600,105,10,1/200,1
ccc0jP861H0,,,,,,,0
svA2Ps1VdtY,SONY,ILCE-7M2,100,128,5,1/200,1
PJTfOzSo8fQ,Canon,Canon EOS 6D,100,50,14,1/160,0
hPbMO39Qcec,LEICA CAMERA AG,LEICA Q (Typ 116),3200,28,1.7,1/250,0
lir0ZA4HqdQ,SONY,ILCE-7RM3,100,24,3.2,1/160,0
uhWTcFf5kCs,SONY,ILCE-7M2,50,210,6.3,1/60,1
b50h2dmA69Q,Canon,Canon EOS 77D,100,50,8,1/10,1
NMROoqUCZWU,Canon,Canon EOS 80D,100,85,1.4,1/1250,0
tvL0thZSKqw,SONY,ILCE-7M3,800,24,1.4,1/80,0
TYqfoXLIUs4,NIKON CORPORATION,NIKON D610,80,50,2.8,1/400,0
JJSJrHLwzjk,FUJIFILM,X-H1,200,16,5,1/160,1
ZKZMccAtnBo,Canon,Canon EOS 5D Mark IV,500,35,2.8,1/200,0
FvtzUX__djs,Apple,iPhone,,,,,1
IXOqNy-Ilv4,SONY,ILCE-7M3,6400,,,25,1
kw7_Y-4uP3c,Canon,Canon EOS 700D,100,24,9,1/200,0
PVJkLgchfxg,Canon,Canon EOS 6D,1250,100,2,1/2000,1
tPD0S5mLkgI,Canon,Canon EOS 5D Mark II,500,35,1.6,1/800,0
VyUBqGOYLGY,Canon,Canon EOS 6D,200,50,1.8,1/500,1
CatpolIjez8,Canon,Canon EOS 5DS R,100,24,5.6,1/80,0
KH9_FVZmmb4,SONY,ILCE-7RM3,200,55,2.2,1/2000,0
P1Ox3ZHLaD8,Canon,Canon EOS 6D,100,50,1.8,1/400,1
-_g2m_6PzQk,SONY,ILCE-7RM3,1600,24,1.4,1/125,1
BtfaxxRsS8k,NIKON CORPORATION,NIKON D600,800,45,2.8,1/500,0
xfLHmmDpqNk,Canon,Canon EOS 5D Mark IV,160,35,2.8,1/500,0
EIQHo5XPSwM,SONY,ILCE-6000,2000,,,25,0
Q5n4j1hb9VU,Canon,Canon EOS Rebel T6i,200,100,11,1/160,1
W1py5swbJZY,Canon,Canon EOS 6D,100,300,16,1/4000,0
1V_ze5Oc-GU,SONY,ILCE-6400,100,16,4,1/160,1
hZ4B4gF2EMQ,NIKON CORPORATION,NIKON D3200,200,50,1.8,1/1250,0
Euh51by4ZIw,NIKON CORPORATION,NIKON D7200,2500,140,5.6,1/1000,0
Jyg6bXobCi8,Canon,Canon EOS Rebel T6i,400,85,9,1/200,1
DPcAr4iovHk,DJI,FC220,100,4.7,2.2,1/160,0
CmtpDlnYfas,FUJIFILM,X-T3,160,35,1,1/6400,1
F6M6dCfdxf4,Canon,Canon EOS 60D,640,19,5,30,1
5XE55ttZzZ4,SONY,ILCE-7M2,100,90,9,1/160,0
FSEMQ1j5PX4,Canon,Canon EOS Rebel T6,100,50,2.5,1/2500,1
SdSc4sWVMRU,OLYMPUS IMAGING CORP.,E-M10,200,12,4,1/160,1
yNGQ830uFB4,,,,,,,1
JsqAqevX6lg,Canon,Canon EOS 5D Mark II,400,14,7.1,1/80,1
a1uhrE1rTjs,,,,,,,1
vngzm4P2BTs,,,,,,,0
6clmbgF1EVs,NIKON CORPORATION,NIKON D5100,200,55,8,1/60,1
hthK_pGbq60,NIKON CORPORATION,NIKON D800,50,24,4,1/30,1
xKRpkE93JGo,Canon,Canon EOS REBEL T4i,400,300,10,1/1000,1
8F8VmHFQ184,NIKON CORPORATION,NIKON D80,100,52,7.1,1/640,1
3muVY4A7-mE,Canon,Canon EOS REBEL T3i,100,50,1.8,1/4000,1
QBXgsc0U0Rc,NIKON CORPORATION,NIKON D300,200,50,1.8,1/2000,0
7wQsXq_HKJo,NIKON CORPORATION,NIKON D7000,320,14,9,1/160,1
x7JLwunX0M0,FUJIFILM,X-E1,250,35,5,1/220,1
AN2SypyyOnA,OLYMPUS IMAGING CORP.,E-M5,200,8,8,1/60,1
PyT4RLY71Fs,Apple,iPhone 4S,50,4.3,2.4,1/120,1
RKNE63GLNAo,,,,,,,1
hrd2VPGFSwU,,,,,,,1
P9G7dBP-7ZQ,,,,,,,1
r__Y-GXIDDo,NIKON CORPORATION,NIKON D5100,200,55,8,1/250,1
JV063WPzq-8,Canon,Canon EOS 5D Mark II,160,16,8,1/50,1
wSb8d-ke5-4,,,,,,,1
87TJNWkepvI,Apple,iPhone 5,64,4.1,2.4,1/60,0
TYVVKXO7-S0,FUJIFILM,X20,100,22.8,4.5,1/950,0
Kp8mnBHW9Kc,Canon,Canon EOS 400D DIGITAL,100,100,2.8,1/800,1
IBEXUZBmlXg,,,,,,,1
A6S-q3D67Ss,,,,,,,1
sTkEsLgNrM8,NIKON CORPORATION,NIKON D7000,100,14,9,1/320,1
M7eapgUqKvg,NIKON CORPORATION,NIKON D3200,100,35,3.2,1/2500,1
bZO84Q6lTzE,Canon,Canon EOS REBEL T2i,100,55,18,1/800,1
jxG54Kyo7WQ,,,,,,,1
DlCr9IujpJI,,,,,,,1
